away_team_score,game_date,home_team_score,month,year,game_time,id,away_team,boardse,highlight_thumb,highlight_url,home_team,record_type,remarks,stadium,victory_team
8.0,2020-08-23,1.0,8,2020,17:00,545,두산,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200823&gameId=20200823OBSK0&section=HIGHLIGHT,,,SK,경기일정,-,문학,두산
11.0,2020-08-23,0.0,8,2020,17:00,546,롯데,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200823&gameId=20200823LTSS0&section=HIGHLIGHT,,,삼성,경기일정,-,대구,롯데
1.0,2020-08-24,8.0,8,2020,18:30,550,NC,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200824&gameId=20200824NCKT0&section=HIGHLIGHT,,,KT,경기일정,-,수원,KT
6.0,2020-08-24,3.0,8,2020,18:30,549,한화,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200824&gameId=20200824HHLG0&section=HIGHLIGHT,,,LG,경기일정,-,잠실,한화
3.0,2020-08-25,4.0,8,2020,18:30,553,LG,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200825&gameId=20200825LGSS0&section=HIGHLIGHT,,,삼성,경기일정,-,대구,삼성
8.0,2020-08-25,10.0,8,2020,18:30,551,KIA,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200825&gameId=20200825HTOB0&section=HIGHLIGHT,,,두산,경기일정,-,잠실,두산
10.0,2020-08-25,8.0,8,2020,18:30,552,SK,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200825&gameId=20200825SKLT0&section=HIGHLIGHT,,,롯데,경기일정,-,사직,SK
3.0,2020-08-25,11.0,8,2020,18:30,554,한화,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200825&gameId=20200825HHNC0&section=HIGHLIGHT,,,NC,경기일정,-,창원,NC
4.0,2020-08-25,1.0,8,2020,18:30,555,키움,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200825&gameId=20200825WOKT0&section=HIGHLIGHT,,,KT,경기일정,-,수원,키움
7.0,2020-08-26,5.0,8,2020,18:30,556,KIA,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200826&gameId=20200826HTOB0&section=HIGHLIGHT,,,두산,경기일정,-,잠실,KIA
1.0,2020-08-26,3.0,8,2020,18:30,557,SK,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200826&gameId=20200826SKLT0&section=HIGHLIGHT,,,롯데,경기일정,-,사직,롯데
8.0,2020-08-26,5.0,8,2020,18:30,558,LG,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200826&gameId=20200826LGSS0&section=HIGHLIGHT,,,삼성,경기일정,-,대구,LG
5.0,2020-08-26,9.0,8,2020,18:30,559,한화,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200826&gameId=20200826HHNC0&section=HIGHLIGHT,,,NC,경기일정,-,창원,NC
5.0,2020-08-26,6.0,8,2020,18:30,560,키움,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200826&gameId=20200826WOKT0&section=HIGHLIGHT,,,KT,경기일정,-,수원,KT
11.0,2020-08-27,6.0,8,2020,18:30,564,키움,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200827&gameId=20200827WOLT0&section=HIGHLIGHT,,,롯데,경기일정,-,사직,키움
4.0,2020-08-27,10.0,8,2020,18:30,563,KIA,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200827&gameId=20200827HTSK0&section=HIGHLIGHT,,,SK,경기일정,-,문학,SK
0.0,2020-08-27,2.0,8,2020,18:30,562,KT,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200827&gameId=20200827KTLG0&section=HIGHLIGHT,,,LG,경기일정,-,잠실,LG
0.0,2020-08-27,7.0,8,2020,18:30,561,삼성,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200827&gameId=20200827SSHH0&section=HIGHLIGHT,,,한화,경기일정,-,한밭,한화
2.0,2020-08-27,8.0,8,2020,18:30,565,두산,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200827&gameId=20200827OBNC0&section=HIGHLIGHT,,,NC,경기일정,-,창원,NC
5.0,2020-08-28,6.0,8,2020,18:30,567,KT,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200828&gameId=20200828KTLG0&section=HIGHLIGHT,,,LG,경기일정,-,잠실,LG
,2020-08-28,,8,2020,18:30,566,삼성,,,,한화,경기일정,우천취소,한밭,
11.0,2020-08-28,8.0,8,2020,18:30,568,KIA,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200828&gameId=20200828HTSK0&section=HIGHLIGHT,,,SK,경기일정,-,문학,KIA
8.0,2020-08-28,4.0,8,2020,18:30,569,키움,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200828&gameId=20200828WOLT0&section=HIGHLIGHT,,,롯데,경기일정,-,사직,키움
11.0,2020-08-28,4.0,8,2020,18:30,570,두산,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200828&gameId=20200828OBNC0&section=HIGHLIGHT,,,NC,경기일정,-,창원,두산
7.0,2020-08-29,9.0,8,2020,18:00,572,한화,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200829&gameId=20200829HHLT0&section=HIGHLIGHT,,,롯데,경기일정,-,사직,롯데
5.0,2020-08-29,5.0,8,2020,18:00,571,두산,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200829&gameId=20200829OBLG0&section=HIGHLIGHT,,,LG,경기일정,-,잠실,무승부
5.0,2020-08-29,9.0,8,2020,18:00,573,SK,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200829&gameId=20200829SKNC0&section=HIGHLIGHT,,,NC,경기일정,-,창원,NC
5.0,2020-08-29,4.0,8,2020,18:00,575,삼성,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200829&gameId=20200829SSWO0&section=HIGHLIGHT,,,키움,경기일정,-,고척,삼성
,2020-08-29,,8,2020,18:00,574,KT,,,,KIA,경기일정,우천취소,광주,
8.0,2020-08-30,5.0,8,2020,14:00,576,KT,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200830&gameId=20200830KTHT1&section=HIGHLIGHT,,,KIA,경기일정,-,광주,KT
1.0,2020-08-30,4.0,8,2020,17:00,577,두산,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200830&gameId=20200830OBLG0&section=HIGHLIGHT,,,LG,경기일정,-,잠실,LG
2.0,2020-08-30,6.0,8,2020,17:00,578,한화,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200830&gameId=20200830HHLT0&section=HIGHLIGHT,,,롯데,경기일정,-,사직,롯데
4.0,2020-08-30,7.0,8,2020,17:00,579,SK,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200830&gameId=20200830SKNC0&section=HIGHLIGHT,,,NC,경기일정,-,창원,NC
2.0,2020-08-30,3.0,8,2020,17:00,580,삼성,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200830&gameId=20200830SSWO0&section=HIGHLIGHT,,,키움,경기일정,-,고척,키움
5.0,2020-08-30,7.0,8,2020,17:00,581,KT,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200830&gameId=20200830KTHT2&section=HIGHLIGHT,,,KIA,경기일정,-,광주,KIA
13.0,2020-09-01,5.0,9,2020,18:30,583,LG,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200901&gameId=20200901LGSK0&section=HIGHLIGHT,,,SK,경기일정,-,문학,LG
2.0,2020-09-01,11.0,9,2020,18:30,584,롯데,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200901&gameId=20200901LTKT0&section=HIGHLIGHT,,,KT,경기일정,-,수원,KT
0.0,2020-09-01,6.0,9,2020,18:30,585,삼성,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200901&gameId=20200901SSHT0&section=HIGHLIGHT,,,KIA,경기일정,-,광주,KIA
0.0,2020-09-01,4.0,9,2020,18:30,582,한화,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200901&gameId=20200901HHOB0&section=HIGHLIGHT,,,두산,경기일정,-,잠실,두산
5.0,2020-09-01,2.0,9,2020,18:30,586,NC,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200901&gameId=20200901NCWO0&section=HIGHLIGHT,,,키움,경기일정,-,고척,NC
,2020-09-02,,9,2020,18:30,587,한화,,,,두산,경기일정,우천취소,잠실,
,2020-09-02,,9,2020,18:30,588,LG,,,,SK,경기일정,우천취소,문학,
,2020-09-02,,9,2020,18:30,590,삼성,,,,KIA,경기일정,우천취소,광주,
,2020-09-02,,9,2020,18:30,589,롯데,,,,KT,경기일정,우천취소,수원,
4.0,2020-09-02,6.0,9,2020,18:30,591,NC,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200902&gameId=20200902NCWO0&section=HIGHLIGHT,,,키움,경기일정,-,고척,키움
2.0,2020-09-03,6.0,9,2020,18:30,596,SK,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200903&gameId=20200903SKKT0&section=HIGHLIGHT,,,KT,경기일정,-,수원,KT
10.0,2020-09-03,11.0,9,2020,18:30,595,두산,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200903&gameId=20200903OBSS0&section=HIGHLIGHT,,,삼성,경기일정,-,대구,삼성
4.0,2020-09-03,3.0,9,2020,18:30,594,KIA,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200903&gameId=20200903HTLT0&section=HIGHLIGHT,,,롯데,경기일정,-,사직,KIA
6.0,2020-09-03,5.0,9,2020,18:30,592,키움,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200903&gameId=20200903WOHH0&section=HIGHLIGHT,,,한화,경기일정,-,한밭,키움
5.0,2020-09-03,6.0,9,2020,18:30,593,NC,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200903&gameId=20200903NCLG0&section=HIGHLIGHT,,,LG,경기일정,-,잠실,LG
2.0,2020-09-04,10.0,9,2020,15:00,598,SK,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200904&gameId=20200904SKKT1&section=HIGHLIGHT,,,KT,경기일정,-,수원,KT
6.0,2020-09-04,3.0,9,2020,15:00,597,KIA,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200904&gameId=20200904HTLT1&section=HIGHLIGHT,,,롯데,경기일정,-,사직,KIA
5.0,2020-09-04,7.0,9,2020,18:30,600,SK,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200904&gameId=20200904SKKT2&section=HIGHLIGHT,,,KT,경기일정,-,수원,KT
5.0,2020-09-04,12.0,9,2020,18:30,603,두산,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200904&gameId=20200904OBSS0&section=HIGHLIGHT,,,삼성,경기일정,-,대구,삼성
5.0,2020-09-04,5.0,9,2020,18:30,602,NC,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200904&gameId=20200904NCLG0&section=HIGHLIGHT,,,LG,경기일정,-,잠실,무승부
1.0,2020-09-04,7.0,9,2020,18:30,601,키움,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200904&gameId=20200904WOHH0&section=HIGHLIGHT,,,한화,경기일정,-,한밭,한화
7.0,2020-09-04,9.0,9,2020,18:30,599,KIA,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200904&gameId=20200904HTLT2&section=HIGHLIGHT,,,롯데,경기일정,-,사직,롯데
1.0,2020-09-05,5.0,9,2020,17:00,605,SK,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200905&gameId=20200905SKOB0&section=HIGHLIGHT,,,두산,경기일정,-,잠실,두산
5.0,2020-09-05,4.0,9,2020,17:00,604,KIA,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200905&gameId=20200905HTHH0&section=HIGHLIGHT,,,한화,경기일정,-,한밭,KIA
,2020-09-05,,9,2020,17:00,606,LG,,,,롯데,경기일정,우천취소,사직,
,2020-09-05,,9,2020,17:00,607,NC,,,,삼성,경기일정,우천취소,대구,
8.0,2020-09-05,1.0,9,2020,17:00,608,KT,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200905&gameId=20200905KTWO0&section=HIGHLIGHT,,,키움,경기일정,-,고척,KT
8.0,2020-09-06,4.0,9,2020,14:00,609,KIA,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200906&gameId=20200906HTHH0&section=HIGHLIGHT,,,한화,경기일정,-,한밭,KIA
0.0,2020-09-06,10.0,9,2020,14:00,610,SK,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200906&gameId=20200906SKOB0&section=HIGHLIGHT,,,두산,경기일정,-,잠실,두산
7.0,2020-09-06,1.0,9,2020,14:00,611,LG,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200906&gameId=20200906LGLT0&section=HIGHLIGHT,,,롯데,경기일정,-,사직,LG
8.0,2020-09-06,7.0,9,2020,14:00,612,KT,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200906&gameId=20200906KTWO0&section=HIGHLIGHT,,,키움,경기일정,-,고척,KT
3.0,2020-09-06,5.0,9,2020,14:00,613,NC,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200906&gameId=20200906NCSS1&section=HIGHLIGHT,,,삼성,경기일정,-,대구,삼성
,2020-09-06,,9,2020,17:00,614,NC,,,,삼성,경기일정,우천취소,대구,
6.0,2020-09-07,12.0,9,2020,18:30,615,LG,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200907&gameId=20200907LGLT0&section=HIGHLIGHT,,,롯데,경기일정,-,사직,롯데
2.0,2020-09-08,3.0,9,2020,18:30,620,LG,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200908&gameId=20200908LGHT0&section=HIGHLIGHT,,,KIA,경기일정,-,광주,KIA
0.0,2020-09-08,8.0,9,2020,18:30,616,KT,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200908&gameId=20200908KTOB0&section=HIGHLIGHT,,,두산,경기일정,-,잠실,두산
16.0,2020-09-08,15.0,9,2020,18:30,617,키움,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200908&gameId=20200908WOSK0&section=HIGHLIGHT,,,SK,경기일정,-,문학,키움
2.0,2020-09-08,14.0,9,2020,18:30,619,롯데,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200908&gameId=20200908LTNC0&section=HIGHLIGHT,,,NC,경기일정,-,창원,NC
4.0,2020-09-08,2.0,9,2020,18:30,618,한화,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200908&gameId=20200908HHSS0&section=HIGHLIGHT,,,삼성,경기일정,-,대구,한화
4.0,2020-09-09,4.0,9,2020,15:00,621,한화,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200909&gameId=20200909HHSS1&section=HIGHLIGHT,,,삼성,경기일정,-,대구,무승부
7.0,2020-09-09,0.0,9,2020,18:30,622,한화,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200909&gameId=20200909HHSS2&section=HIGHLIGHT,,,삼성,경기일정,-,대구,한화
4.0,2020-09-09,2.0,9,2020,18:30,623,KT,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200909&gameId=20200909KTOB0&section=HIGHLIGHT,,,두산,경기일정,-,잠실,KT
13.0,2020-09-09,4.0,9,2020,18:30,624,키움,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200909&gameId=20200909WOSK0&section=HIGHLIGHT,,,SK,경기일정,-,문학,키움
7.0,2020-09-09,5.0,9,2020,18:30,625,롯데,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200909&gameId=20200909LTNC0&section=HIGHLIGHT,,,NC,경기일정,-,창원,롯데
,2020-09-09,,9,2020,18:30,626,LG,,,,KIA,경기일정,우천취소,광주,
5.0,2020-09-10,1.0,9,2020,18:30,627,SK,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200910&gameId=20200910SKHH0&section=HIGHLIGHT,,,한화,경기일정,-,한밭,SK
1.0,2020-09-10,6.0,9,2020,18:30,628,키움,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200910&gameId=20200910WOLG0&section=HIGHLIGHT,,,LG,경기일정,-,잠실,LG
5.0,2020-09-10,4.0,9,2020,18:30,631,두산,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200910&gameId=20200910OBHT0&section=HIGHLIGHT,,,KIA,경기일정,-,광주,두산
8.0,2020-09-10,13.0,9,2020,18:30,630,KT,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200910&gameId=20200910KTNC0&section=HIGHLIGHT,,,NC,경기일정,-,창원,NC
8.0,2020-09-10,13.0,9,2020,18:30,629,삼성,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200910&gameId=20200910SSLT0&section=HIGHLIGHT,,,롯데,경기일정,-,사직,롯데
4.0,2020-09-11,3.0,9,2020,18:30,632,SK,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200911&gameId=20200911SKHH0&section=HIGHLIGHT,,,한화,경기일정,-,한밭,SK
8.0,2020-09-11,2.0,9,2020,18:30,633,키움,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200911&gameId=20200911WOLG0&section=HIGHLIGHT,,,LG,경기일정,-,잠실,키움
,2020-09-11,,9,2020,18:30,636,두산,,,,KIA,경기일정,우천취소,광주,
1.0,2020-09-11,9.0,9,2020,18:30,635,KT,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200911&gameId=20200911KTNC0&section=HIGHLIGHT,,,NC,경기일정,-,창원,NC
4.0,2020-09-11,12.0,9,2020,18:30,634,삼성,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200911&gameId=20200911SSLT0&section=HIGHLIGHT,,,롯데,경기일정,-,사직,롯데
5.0,2020-09-12,1.0,9,2020,17:00,637,삼성,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200912&gameId=20200912SSLG0&section=HIGHLIGHT,,,LG,경기일정,-,잠실,삼성
1.0,2020-09-12,2.0,9,2020,17:00,638,롯데,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200912&gameId=20200912LTSK0&section=HIGHLIGHT,,,SK,경기일정,-,문학,SK
0.0,2020-09-12,2.0,9,2020,17:00,641,두산,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200912&gameId=20200912OBWO0&section=HIGHLIGHT,,,키움,경기일정,-,고척,키움
2.0,2020-09-12,5.0,9,2020,17:00,640,한화,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200912&gameId=20200912HHKT0&section=HIGHLIGHT,,,KT,경기일정,-,수원,KT
11.0,2020-09-12,3.0,9,2020,17:00,639,KIA,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200912&gameId=20200912HTNC0&section=HIGHLIGHT,,,NC,경기일정,-,창원,KIA
11.0,2020-09-13,0.0,9,2020,14:00,642,삼성,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200913&gameId=20200913SSLG0&section=HIGHLIGHT,,,LG,경기일정,-,잠실,삼성
1.0,2020-09-13,3.0,9,2020,14:00,643,롯데,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200913&gameId=20200913LTSK0&section=HIGHLIGHT,,,SK,경기일정,-,문학,SK
6.0,2020-09-13,6.0,9,2020,14:00,646,두산,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200913&gameId=20200913OBWO0&section=HIGHLIGHT,,,키움,경기일정,-,고척,무승부
4.0,2020-09-13,5.0,9,2020,14:00,645,한화,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200913&gameId=20200913HHKT0&section=HIGHLIGHT,,,KT,경기일정,-,수원,KT
4.0,2020-09-13,3.0,9,2020,14:00,644,KIA,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200913&gameId=20200913HTNC0&section=HIGHLIGHT,,,NC,경기일정,-,창원,KIA
5.0,2020-09-15,6.0,9,2020,18:30,647,LG,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200915&gameId=20200915LGHH0&section=HIGHLIGHT,,,한화,경기일정,-,한밭,한화
3.0,2020-09-15,7.0,9,2020,18:30,648,NC,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200915&gameId=20200915NCOB0&section=HIGHLIGHT,,,두산,경기일정,-,잠실,두산
8.0,2020-09-15,5.0,9,2020,18:30,651,롯데,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200915&gameId=20200915LTWO0&section=HIGHLIGHT,,,키움,경기일정,-,고척,롯데
16.0,2020-09-15,1.0,9,2020,18:30,650,SK,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200915&gameId=20200915SKHT0&section=HIGHLIGHT,,,KIA,경기일정,-,광주,SK
7.0,2020-09-15,0.0,9,2020,18:30,649,삼성,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200915&gameId=20200915SSKT0&section=HIGHLIGHT,,,KT,경기일정,-,수원,삼성
11.0,2020-09-16,5.0,9,2020,18:30,652,LG,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200916&gameId=20200916LGHH0&section=HIGHLIGHT,,,한화,경기일정,-,한밭,LG
5.0,2020-09-16,3.0,9,2020,18:30,653,NC,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200916&gameId=20200916NCOB0&section=HIGHLIGHT,,,두산,경기일정,-,잠실,NC
8.0,2020-09-16,2.0,9,2020,18:30,656,롯데,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200916&gameId=20200916LTWO0&section=HIGHLIGHT,,,키움,경기일정,-,고척,롯데
7.0,2020-09-16,6.0,9,2020,18:30,655,SK,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200916&gameId=20200916SKHT0&section=HIGHLIGHT,,,KIA,경기일정,-,광주,SK
6.0,2020-09-16,11.0,9,2020,18:30,654,삼성,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200916&gameId=20200916SSKT0&section=HIGHLIGHT,,,KT,경기일정,-,수원,KT
1.0,2020-09-17,9.0,9,2020,18:30,657,롯데,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200917&gameId=20200917LTLG0&section=HIGHLIGHT,,,LG,경기일정,-,잠실,LG
3.0,2020-09-17,0.0,9,2020,18:30,658,NC,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200917&gameId=20200917NCSK0&section=HIGHLIGHT,,,SK,경기일정,-,문학,NC
2.0,2020-09-17,5.0,9,2020,18:30,661,한화,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200917&gameId=20200917HHWO0&section=HIGHLIGHT,,,키움,경기일정,-,고척,키움
0.0,2020-09-17,3.0,9,2020,18:30,660,두산,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200917&gameId=20200917OBKT0&section=HIGHLIGHT,,,KT,경기일정,-,수원,KT
12.0,2020-09-17,2.0,9,2020,18:30,659,KIA,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200917&gameId=20200917HTSS0&section=HIGHLIGHT,,,삼성,경기일정,-,대구,KIA
5.0,2020-09-18,3.0,9,2020,18:30,662,롯데,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200918&gameId=20200918LTLG0&section=HIGHLIGHT,,,LG,경기일정,-,잠실,롯데
9.0,2020-09-18,5.0,9,2020,18:30,663,NC,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200918&gameId=20200918NCSK0&section=HIGHLIGHT,,,SK,경기일정,-,문학,NC
2.0,2020-09-18,0.0,9,2020,18:30,666,한화,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200918&gameId=20200918HHWO0&section=HIGHLIGHT,,,키움,경기일정,-,고척,한화
4.0,2020-09-18,5.0,9,2020,18:30,665,두산,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200918&gameId=20200918OBKT0&section=HIGHLIGHT,,,KT,경기일정,-,수원,KT
13.0,2020-09-18,5.0,9,2020,18:30,664,KIA,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200918&gameId=20200918HTSS0&section=HIGHLIGHT,,,삼성,경기일정,-,대구,KIA
9.0,2020-09-19,6.0,9,2020,17:00,667,LG,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200919&gameId=20200919LGOB0&section=HIGHLIGHT,,,두산,경기일정,-,잠실,LG
5.0,2020-09-19,0.0,9,2020,17:00,668,KT,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200919&gameId=20200919KTSK0&section=HIGHLIGHT,,,SK,경기일정,-,문학,KT
0.0,2020-09-19,8.0,9,2020,17:00,671,한화,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200919&gameId=20200919HHHT0&section=HIGHLIGHT,,,KIA,경기일정,-,광주,KIA
8.0,2020-09-19,7.0,9,2020,17:00,670,키움,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200919&gameId=20200919WOSS0&section=HIGHLIGHT,,,삼성,경기일정,-,대구,키움
1.0,2020-09-19,5.0,9,2020,17:00,669,NC,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200919&gameId=20200919NCLT0&section=HIGHLIGHT,,,롯데,경기일정,-,사직,롯데
5.0,2020-09-20,6.0,9,2020,14:00,672,LG,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200920&gameId=20200920LGOB0&section=HIGHLIGHT,,,두산,경기일정,-,잠실,두산
10.0,2020-09-20,2.0,9,2020,14:00,673,KT,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200920&gameId=20200920KTSK0&section=HIGHLIGHT,,,SK,경기일정,-,문학,KT
6.0,2020-09-20,14.0,9,2020,14:00,674,키움,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200920&gameId=20200920WOSS0&section=HIGHLIGHT,,,삼성,경기일정,-,대구,삼성
11.0,2020-09-20,3.0,9,2020,14:00,675,한화,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20200920&gameId=20200920HHHT0&section=HIGHLIGHT,,,KIA,경기일정,-,광주,한화
